Trace for Mass:	60Ni	61Ni	62Ni	63Cu	64Ni	65Cu	66Zn
Resolution:	High	High	High	High	High	High	High
							
Time	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
[sec]	[cps]	[cps]	[cps]	[cps]	[cps]	[cps]	[cps]

0.	1.089675538241863e-002	8.580479770898819e-004	1.796682248823345e-003	1.811926439404488e-002	1.259263721294701e-003	8.020378649234772e-003	6.997179007157683e-004	
1.051000118255615	1.089488156139851e-002	8.856339263729751e-004	1.812645001336932e-003	1.820170134305954e-002	1.278160372748971e-003	8.112270385026932e-003	7.588479784317315e-004	
2.101999998092651	1.115953177213669e-002	9.27846587728709e-004	1.777054509148002e-003	1.850221306085587e-002	1.259501441381872e-003	8.23690090328455e-003	7.234635413624346e-004	
3.154000043869019	1.119233947247267e-002	8.19405191577971e-004	1.806496293283999e-003	1.86216626316309e-002	1.31274585146457e-003	8.287303149700165e-003	6.107355584390461e-004	
4.204999923706055	1.132346503436565e-002	9.752934565767646e-004	1.841260120272636e-003	1.881371065974236e-002	1.318331924267113e-003	8.306990377604961e-003	7.158225635066629e-004	
5.25600004196167	1.141487620770931e-002	8.825423428788781e-004	1.81808415800333e-003	1.902545616030693e-002	1.362546347081661e-003	8.341622538864613e-003	7.50148668885231e-004	
6.307000160217285	1.151684578508139e-002	9.203552035614848e-004	1.932314014993608e-003	1.914745569229126e-002	1.271029585041106e-003	8.408754132688046e-003	7.264023879542947e-004	
7.357999801635742	1.142671424895525e-002	8.745756349526346e-004	1.840432407334447e-003	1.916356571018696e-002	1.311795087531209e-003	8.485617116093636e-003	6.803221185691655e-004	
8.409000396728516	1.146621163934469e-002	8.537674439139664e-004	1.821631449274719e-003	1.923369243741036e-002	1.262472593225539e-003	8.505545556545258e-003	5.966307944618166e-004	
9.460000038146973	1.150395255535841e-002	9.329598397016525e-004	1.83984125033021e-003	1.922350563108921e-002	1.323561533354223e-003	8.506731130182743e-003	6.880803848616779e-004	
10.51099967956543	1.159866340458393e-002	9.015675168484449e-004	1.845635240897536e-003	1.934209279716015e-002	1.291233813390136e-003	8.555249311029911e-003	7.642556447535753e-004	
11.5620002746582	1.158764399588108e-002	9.160744375549257e-004	1.825888291932643e-003	1.943320594727993e-002	1.319045084528625e-003	8.523101918399334e-003	6.610442651435733e-004	
12.61200046539307	1.157838385552168e-002	9.1048568719998e-004	1.870467443950474e-003	1.945512555539608e-002	1.341984025202692e-003	8.639004081487656e-003	6.536388536915183e-004	
13.66300010681152	1.156431809067726e-002	9.523426997475326e-004	1.900858129374683e-003	1.950264163315296e-002	1.31916394457221e-003	8.611480705440044e-003	7.101800292730331e-004	
14.7140007019043	1.16644911468029e-002	9.553155396133661e-004	1.783557585440576e-003	1.952539198100567e-002	1.303118886426091e-003	8.654309436678886e-003	6.80087017826736e-004	
15.76599979400635	1.175081077963114e-002	9.972933912649751e-004	1.893408130854368e-003	1.959376782178879e-002	1.374551095068455e-003	8.70852917432785e-003	7.328679203055799e-004	
16.81699943542481	1.171719562262297e-002	8.452064939774573e-004	1.840550685301423e-003	1.956639438867569e-002	1.376571715809405e-003	8.710546419024468e-003	6.427071639336646e-004	
17.86800003051758	1.156982686370611e-002	9.730340098030865e-004	1.84007768984884e-003	1.947574317455292e-002	1.330336206592619e-003	8.63603875041008e-003	7.22170458175242e-004	
18.92000007629395	1.167081575840712e-002	8.57096747495234e-004	1.89116143155843e-003	1.962943933904171e-002	1.348521094769239e-003	8.648376911878586e-003	7.146470015868545e-004	
19.97100067138672	1.174308080226183e-002	9.333165362477303e-004	1.838303986005485e-003	1.954044215381146e-002	1.358148525469005e-003	8.775684982538223e-003	7.307518972083926e-004	
21.02300071716309	1.168100535869598e-002	9.302248363383114e-004	1.8598249880597e-003	1.965207606554031e-002	1.373124774545431e-003	8.688122034072876e-003	6.731516914442182e-004	
22.07399940490723	1.164051238447428e-002	1.038202666677535e-003	1.85651401989162e-003	1.954447105526924e-002	1.357435481622815e-003	8.679104968905449e-003	7.639029645361006e-004	
23.125	1.174343191087246e-002	8.821855881251395e-004	1.857460010796785e-003	1.964887604117394e-002	1.34424224961549e-003	8.739021606743336e-003	6.991301197558641e-004	
24.17600059509277	1.164039503782988e-002	9.486563503742218e-004	1.838422263972461e-003	1.958606578409672e-002	1.347808050923049e-003	8.723597042262554e-003	7.026566890999675e-004	
25.22699928283691	1.17537397891283e-002	9.507968206889927e-004	1.817847602069378e-003	1.965361647307873e-002	1.288143685087562e-003	8.740920573472977e-003	6.709182634949684e-004	
26.27799987792969	1.181277446448803e-002	9.002595325000584e-004	1.871768152341247e-003	1.96839552372694e-002	1.34424224961549e-003	8.690613321959972e-003	7.602586410939694e-004	
27.32999992370606	1.167889684438705e-002	9.222577791661024e-004	1.91445741802454e-003	1.958156190812588e-002	1.298721414059401e-003	8.736292831599712e-003	6.889032665640116e-004	
28.38100051879883	1.172024104744196e-002	9.356947848573327e-004	1.817965880036354e-003	1.976182498037815e-002	1.360644586384296e-003	8.711732923984528e-003	7.020689081400633e-004	
29.4330005645752	1.173816155642271e-002	9.729150915518403e-004	1.896601053886116e-003	1.960360445082188e-002	1.274119596928358e-003	8.729885332286358e-003	7.079465431161225e-004	
30.48400115966797	1.179649215191603e-002	8.970489725470543e-004	1.89589150249958e-003	1.971951127052307e-002	1.376096275635064e-003	8.708173409104347e-003	7.580250385217369e-004	
